90.000000, 10.000000, 12.000000
45.000000, -5.000000, 0.000000
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
20.000040, 2.999999, 0.000000
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
27.000000, 3.000000, 3.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
28.000004, 3.000000, 3.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
29.000008, 3.000000, 3.999999
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
28.000004, 5.999997, -3.999998
0.000000, 0.000000, 0.000000
1.600000, 1.600000, 1.600000
35.999958, 0.700001, 4.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
45.000000, 2.999999, -3.999999
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
53.500000, 3.000000, -3.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
62.000000, 3.000000, 4.499998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
70.699867, 3.000000, 0.000000
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
80.000000, 0.500000, 4.499998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
80.000000, 1.500000, 4.499998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
80.000000, 2.500000, 4.499998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
80.000000, 3.499999, 4.499998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
80.000000, 4.499998, 4.499998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
80.000000, 5.499997, 4.499998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
80.999985, 5.499997, 2.999999
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
81.999969, 5.499997, 2.000000
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
82.999954, 5.499997, 1.000000
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
83.999939, 5.499997, -2.000000
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
84.999924, 5.499997, -2.999999
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
85.999908, 5.499997, -3.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
86.999893, 5.499997, -4.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
86.999893, 4.499998, -4.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
86.999893, 3.499999, -4.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
86.999893, 2.500000, -4.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
86.999893, 1.500000, -4.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
86.999893, 0.500000, -4.999998
0.000000, 0.000000, 0.000000
4.499998, 4.499998, 0.100000
83.499947, 2.200000, -5.699997
0.000000, 0.000000, 0.000000
35.000000, 10.000000, 12.000000
109.499550, -4.999998, 0.000000
0.000000, 0.000000, 0.000000
25.000000, 1.500000, 6.000000
114.499474, 0.700000, 2.999999
0.000000, 0.000000, 0.000000
20.000000, 1.500000, 6.000000
116.999435, 2.200000, 2.999999
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
123.000000, 6.499997, 2.999999
0.000000, 0.000000, 0.000000
5.500000, 5.500000, 0.200000
114.200134, 5.699998, 0.000000
0.000000, 0.000000, 0.000000
1.600000, 1.600000, 1.600000
95.600418, 0.800001, -4.999998
0.000000, 0.000000, 0.000000
1.600000, 1.600000, 1.600000
95.600418, 0.800001, 4.999998
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
20.000040, 2.999999, -1.000000
0.000000, 0.000000, 0.000000
1.000000, 1.000000, 1.000000
20.000040, 2.999999, -1.000000
0.000000, 0.000000, 0.000000
1.600000, 1.600000, 1.600000
35.999958, 0.700001, -4.999998
0.000000, 0.000000, 0.000000
